country_year_id,country,year,aid_per_capita,aid_total,Income_group,Region,democracy_score,conflict_present,population,multi_sector_aid,program_support_aid,humanitarian_aid,environment_aid,education_social_aid,health_aid,econdev_aid,democracy_rights_aid,peace_security_aid
Israel-2021,Israel,2021,416.3204212626653,3723121887,High income,Middle East & North Africa,7.5,Yes,8942924,881810,499,5608395,197278,313772,960567,475451,86276,3714597839
Israel-2022,Israel,2022,381.95528141848905,3476996602,High income,Middle East & North Africa,7.5,Yes,9103151,388140,207299,5228733,496051,2192910,2354479,432429,224978,3465471583
Israel-2023,Israel,2023,357.8834015354276,3312681140,High income,Middle East & North Africa,7.5,Yes,9256314,23665,1027924,1079999,423814,132507,2162558,234129,146388,3307450156
Israel-2024,Israel,2024,707.4596169540902,6640938281,High income,Middle East & North Africa,,No,9387021,9697,838804,0,46964,37256,2373803,138467,0,6637493290
Italy-2000,Italy,2000,0.0,0,High income,Europe & Central Asia,9.17,No,57272196,0,0,0,0,0,0,0,0,0
Italy-2001,Italy,2001,0.0,0,High income,Europe & Central Asia,10.0,No,57305760,0,0,0,0,0,0,0,0,0
Italy-2002,Italy,2002,0.0,0,High income,Europe & Central Asia,10.0,No,57420627,0,0,0,0,0,0,0,0,0
Italy-2003,Italy,2003,0.0,0,High income,Europe & Central Asia,10.0,No,57739699,0,0,0,0,0,0,0,0,0
Italy-2004,Italy,2004,0.0,0,High income,Europe & Central Asia,10.0,No,58176737,0,0,0,0,0,0,0,0,0
Italy-2005,Italy,2005,0.0,0,High income,Europe & Central Asia,10.0,No,58519693,0,0,0,0,0,0,0,0,0
Italy-2006,Italy,2006,0.0011884890455840158,69829,High income,Europe & Central Asia,10.0,No,58754433,0,0,0,0,0,0,0,0,69829
Italy-2007,Italy,2007,2.3952472663931818E-4,14158,High income,Europe & Central Asia,9.17,No,59108720,0,0,0,0,0,0,0,0,14158
Italy-2008,Italy,2008,0.0015369276664508008,91542,High income,Europe & Central Asia,9.17,No,59561684,0,0,0,0,0,0,0,0,91542
Italy-2009,Italy,2009,0.006828641354727338,409063,High income,Europe & Central Asia,9.17,No,59904010,0,0,0,0,0,0,0,0,409063
Italy-2010,Italy,2010,0.0038309650954796003,230487,High income,Europe & Central Asia,10.0,No,60164213,0,0,0,0,0,0,3105,0,227382
Italy-2011,Italy,2011,0.04179929859718941,2523335,High income,Europe & Central Asia,9.17,No,60367879,0,0,0,0,0,0,0,0,2523335
Italy-2012,Italy,2012,0.05130160710499316,3105364,High income,Europe & Central Asia,10.0,No,60531515,0,0,0,0,0,0,0,0,3105364
Italy-2013,Italy,2013,0.06851612497326634,4155768,High income,Europe & Central Asia,10.0,No,60653868,0,0,0,0,0,0,2575,0,4153193
Italy-2014,Italy,2014,0.03167680310013632,1921647,High income,Europe & Central Asia,10.0,No,60664171,0,0,0,0,0,0,0,0,1921647
Italy-2015,Italy,2015,0.024830559695305593,1504119,High income,Europe & Central Asia,10.0,No,60575316,0,0,0,0,0,0,0,0,1504119
Italy-2016,Italy,2016,0.0,0,High income,Europe & Central Asia,10.0,No,60478107,0,0,0,0,0,0,0,0,0
Italy-2017,Italy,2017,0.0030443621773940653,183850,High income,Europe & Central Asia,10.0,No,60390318,0,0,0,0,0,0,76904,0,106946
Italy-2018,Italy,2018,2.3881216834846064E-4,14395,High income,Europe & Central Asia,10.0,No,60277498,0,0,0,0,0,0,0,0,14395
Italy-2019,Italy,2019,9.496070323206985E-4,57100,High income,Europe & Central Asia,10.0,No,60130136,0,0,54819,0,0,0,0,0,2281
Italy-2020,Italy,2020,0.2590519560195924,15520520,High income,Europe & Central Asia,10.0,No,59912769,0,0,2314781,0,0,13170866,18501,0,16372
Italy-2021,Italy,2021,0.16009857800227192,9562584,High income,Europe & Central Asia,10.0,No,59729350,0,0,2237764,0,0,7324820,0,0,0
Italy-2022,Italy,2022,0.06863315680940847,4091848,High income,Europe & Central Asia,10.0,No,59619114,0,0,165228,0,0,3910432,16188,0,0
Italy-2023,Italy,2023,0.01073073730610599,638473,High income,Europe & Central Asia,10.0,No,59499453,0,0,411309,0,0,67751,159413,0,0
Italy-2024,Italy,2024,0.015628584308203377,927445,High income,Europe & Central Asia,,No,59342867,0,16,783302,0,0,1779,142348,0,0
Jamaica-2000,Jamaica,2000,0.0,0,Upper middle income,Latin America & Caribbean,7.5,No,2607826,0,0,0,0,0,0,0,0,0
Jamaica-2001,Jamaica,2001,12.352333845068765,32417502,Upper middle income,Latin America & Caribbean,7.5,No,2624403,4062,5110395,730856,5045317,7763332,5325307,5403308,380802,2654123
Jamaica-2002,Jamaica,2002,15.226132150962803,40205683,Upper middle income,Latin America & Caribbean,7.5,No,2640571,500949,5492637,653952,4878471,7198328,7953009,8315582,2504746,2708009
Jamaica-2003,Jamaica,2003,14.854944792693582,39463988,Upper middle income,Latin America & Caribbean,7.5,No,2656623,0,5863185,536190,5365172,5862330,5994965,9414113,1902637,4525396
Jamaica-2004,Jamaica,2004,21.218405635752976,56700354,Upper middle income,Latin America & Caribbean,7.5,No,2672225,0,4393600,724729,5826000,7807016,5629147,20257287,4707910,7354665
Jamaica-2005,Jamaica,2005,29.966242349924546,80521241,Upper middle income,Latin America & Caribbean,7.5,No,2687065,0,4388549,8916507,8293203,8759250,5886018,33372213,786540,10118961
Jamaica-2006,Jamaica,2006,21.993402362931498,59403454,Upper middle income,Latin America & Caribbean,7.5,No,2700967,0,3369537,18520578,2451327,6048557,4614557,13842124,3456718,7100056
Jamaica-2007,Jamaica,2007,12.713353231630924,34501498,Upper middle income,Latin America & Caribbean,7.5,No,2713800,144080,3084416,743595,3835910,7632319,5826556,6705457,2804547,3724618
Jamaica-2008,Jamaica,2008,13.124284478400254,35771996,Upper middle income,Latin America & Caribbean,7.5,No,2725634,0,3426433,701499,5402966,8689880,4997344,6066098,2991921,3495855
Jamaica-2009,Jamaica,2009,12.538423343849733,34317602,Upper middle income,Latin America & Caribbean,7.5,No,2736995,0,2119031,265457,2953339,6444594,2281552,6231055,1533164,12489410
Jamaica-2010,Jamaica,2010,11.385189082165361,31292955,Upper middle income,Latin America & Caribbean,7.5,No,2748567,0,4089177,402570,1295495,6016070,3768001,5978007,4110840,5632795
Jamaica-2011,Jamaica,2011,14.841036365605708,40968577,Upper middle income,Latin America & Caribbean,7.5,No,2760493,0,4954709,165583,1448457,4074641,9407248,6492072,2995665,11430202
Jamaica-2012,Jamaica,2012,14.937859567238847,41414170,Upper middle income,Latin America & Caribbean,7.5,No,2772430,0,6122278,180132,3335039,5553036,6928447,6608509,2943884,9742845
Jamaica-2013,Jamaica,2013,11.867347155050119,33034980,Upper middle income,Latin America & Caribbean,7.5,No,2783687,0,6855644,411778,4189079,5879843,5463156,3823016,659163,5753301
Jamaica-2014,Jamaica,2014,13.379614632524254,37379285,Upper middle income,Latin America & Caribbean,7.5,No,2793749,0,5075362,253101,5373495,5687078,5783778,2558345,2676287,9971839
Jamaica-2015,Jamaica,2015,12.504867737554656,35045317,Upper middle income,Latin America & Caribbean,7.5,No,2802534,0,5317726,576920,5470382,5887816,4410392,2268487,3764840,7348754
Jamaica-2016,Jamaica,2016,10.507464104786088,29525081,Upper middle income,Latin America & Caribbean,7.5,No,2809915,0,5210972,679386,8881407,2606996,3162169,1031668,5415984,2536499
Jamaica-2017,Jamaica,2017,14.496433826284385,40818522,Upper middle income,Latin America & Caribbean,8.33,No,2815763,0,6415228,740150,5549465,3968036,8270104,1619527,9551551,4704461
Jamaica-2018,Jamaica,2018,15.94458488484616,44965276,Upper middle income,Latin America & Caribbean,8.33,No,2820097,0,5379428,741011,7323774,8762388,7074243,2615122,6281832,6787478
Jamaica-2019,Jamaica,2019,11.706051951796338,33049357,Upper middle income,Latin America & Caribbean,8.33,No,2823271,0,5991238,353045,2703386,5466365,5127293,2080457,7817967,3509606
Jamaica-2020,Jamaica,2020,9.564778667337398,27075392,Upper middle income,Latin America & Caribbean,8.33,No,2830739,0,5036406,80207,960336,1705028,6088093,1709262,6939055,4557005
Jamaica-2021,Jamaica,2021,10.064274666532285,28559201,Upper middle income,Latin America & Caribbean,8.33,No,2837681,0,4954394,579532,937711,2541243,8226638,1112498,5928503,4278682
Jamaica-2022,Jamaica,2022,15.964575942608054,45325730,Upper middle income,Latin America & Caribbean,8.33,No,2839144,0,5143262,6517321,774002,4381872,17894130,1500744,4906878,4207521
Jamaica-2023,Jamaica,2023,17.380300135291886,49356333,Upper middle income,Latin America & Caribbean,8.33,No,2839786,0,6943343,1568060,829073,2119773,16729810,9079691,5891714,6194869
Jamaica-2024,Jamaica,2024,14.331921068620286,40690832,Upper middle income,Latin America & Caribbean,,No,2839175,0,8485861,835573,0,1409610,6483814,12667719,9516639,1291616
Japan-2000,Japan,2000,0.0,0,High income,East Asia & Pacific,9.17,No,127027789,0,0,0,0,0,0,0,0,0
Japan-2001,Japan,2001,0.005103663717254203,649493,High income,East Asia & Pacific,9.17,No,127260148,0,649493,0,0,0,0,0,0,0
Japan-2002,Japan,2002,0.006106878887440191,778533,High income,East Asia & Pacific,9.17,No,127484598,0,778533,0,0,0,0,0,0,0
Japan-2003,Japan,2003,0.004524307512268365,577624,High income,East Asia & Pacific,9.17,No,127671251,0,577624,0,0,0,0,0,0,0
Japan-2004,Japan,2004,0.0038459572290349704,491574,High income,East Asia & Pacific,9.17,No,127815774,0,491574,0,0,0,0,0,0,0
Japan-2005,Japan,2005,0.01085320818401022,1388270,High income,East Asia & Pacific,9.17,No,127913330,0,483444,225305,0,0,0,0,0,679521
Japan-2006,Japan,2006,0.002911289177961773,372637,High income,East Asia & Pacific,9.17,No,127997247,0,372637,0,0,0,0,0,0,0
Japan-2007,Japan,2007,0.004252625947278834,544709,High income,East Asia & Pacific,9.17,No,128087682,0,361379,141580,0,0,0,20875,0,20875
Japan-2008,Japan,2008,0.04468396678142005,5726518,High income,East Asia & Pacific,9.17,No,128155990,0,368531,0,20805,0,0,2663043,0,2674139
Japan-2009,Japan,2009,0.007077755870354599,907315,High income,East Asia & Pacific,9.17,No,128192469,0,618703,0,108464,0,0,0,0,180148
Japan-2010,Japan,2010,0.011922586272097165,1528300,High income,East Asia & Pacific,9.17,No,128185275,0,779732,0,64383,0,0,998,0,683187
Japan-2011,Japan,2011,0.5944900869682304,76152059,High income,East Asia & Pacific,9.17,No,128096432,0,564933,74630202,0,0,0,28983,0,927941
Japan-2012,Japan,2012,0.2826455306580558,36158358,High income,East Asia & Pacific,10.0,No,127928285,0,680,35072499,0,0,0,198308,0,886871
Japan-2013,Japan,2013,0.044403618452949725,5671392,High income,East Asia & Pacific,10.0,No,127723645,0,0,5217088,0,0,0,0,0,454304
Japan-2014,Japan,2014,0.031137138141980783,3969568,High income,East Asia & Pacific,10.0,No,127486604,0,5407,1291528,59796,0,0,0,0,2612837
Japan-2015,Japan,2015,0.006190929888109507,787956,High income,East Asia & Pacific,10.0,No,127275872,0,0,767836,0,0,0,0,0,20120
Japan-2016,Japan,2016,0.0010082341098102499,128207,High income,East Asia & Pacific,10.0,No,127159951,0,0,0,0,0,0,114219,0,13988
Japan-2017,Japan,2017,6.68596444850257E-4,84955,High income,East Asia & Pacific,10.0,No,127064690,0,0,0,0,0,0,84955,0,0
Japan-2018,Japan,2018,0.0018637034415711017,236529,High income,East Asia & Pacific,10.0,No,126913432,0,0,0,-5971,0,0,242500,0,0
Japan-2019,Japan,2019,2.7670212831198136E-4,35058,High income,East Asia & Pacific,10.0,No,126699423,0,0,0,0,0,0,8134,0,26924
Japan-2020,Japan,2020,0.0021410472939203777,270424,High income,East Asia & Pacific,10.0,No,126304543,0,0,202543,0,0,5410,43511,0,18960
Japan-2021,Japan,2021,0.001458847595139306,183347,High income,East Asia & Pacific,10.0,No,125679338,0,20228,141482,0,0,0,15230,0,6407
Japan-2022,Japan,2022,0.007571690709079179,946443,High income,East Asia & Pacific,10.0,No,124997578,0,200258,334132,0,0,369762,42291,0,0
Japan-2023,Japan,2023,0.0136463382693897,1697208,High income,East Asia & Pacific,10.0,No,124370946,0,50680,316699,0,0,1269745,60084,0,0
Japan-2024,Japan,2024,0.012852435682772435,1590528,High income,East Asia & Pacific,,No,123753041,0,278951,233438,0,0,1014733,63406,0,0
Jersey-2000,Jersey,2000,0.0,0,High Income,Europe & Central Asia,,No,87840,0,0,0,0,0,0,0,0,0
Jersey-2001,Jersey,2001,0.0,0,High Income,Europe & Central Asia,,No,88388,0,0,0,0,0,0,0,0,0
Jersey-2002,Jersey,2002,0.0,0,High Income,Europe & Central Asia,,No,89297,0,0,0,0,0,0,0,0,0
Jersey-2003,Jersey,2003,0.0,0,High Income,Europe & Central Asia,,No,90279,0,0,0,0,0,0,0,0,0
Jersey-2004,Jersey,2004,0.0,0,High Income,Europe & Central Asia,,No,91262,0,0,0,0,0,0,0,0,0
Jersey-2005,Jersey,2005,0.0,0,High Income,Europe & Central Asia,,No,92248,0,0,0,0,0,0,0,0,0
Jersey-2006,Jersey,2006,0.0,0,High Income,Europe & Central Asia,,No,93228,0,0,0,0,0,0,0,0,0
Jersey-2007,Jersey,2007,0.0,0,High Income,Europe & Central Asia,,No,94207,0,0,0,0,0,0,0,0,0
Jersey-2008,Jersey,2008,0.0,0,High Income,Europe & Central Asia,,No,95180,0,0,0,0,0,0,0,0,0
Jersey-2009,Jersey,2009,0.0,0,High Income,Europe & Central Asia,,No,96145,0,0,0,0,0,0,0,0,0
Jersey-2010,Jersey,2010,0.0,0,High Income,Europe & Central Asia,,No,97107,0,0,0,0,0,0,0,0,0
Jersey-2011,Jersey,2011,0.0,0,High Income,Europe & Central Asia,,No,98029,0,0,0,0,0,0,0,0,0
Jersey-2012,Jersey,2012,0.0,0,High Income,Europe & Central Asia,,No,98911,0,0,0,0,0,0,0,0,0
Jersey-2013,Jersey,2013,0.0,0,High Income,Europe & Central Asia,,No,99754,0,0,0,0,0,0,0,0,0
Jersey-2014,Jersey,2014,0.0,0,High Income,Europe & Central Asia,,No,100568,0,0,0,0,0,0,0,0,0
Jersey-2015,Jersey,2015,0.0,0,High Income,Europe & Central Asia,,No,101217,0,0,0,0,0,0,0,0,0
Jersey-2016,Jersey,2016,0.0,0,High Income,Europe & Central Asia,,No,101691,0,0,0,0,0,0,0,0,0
Jersey-2017,Jersey,2017,0.0,0,High Income,Europe & Central Asia,,No,102125,0,0,0,0,0,0,0,0,0
Jersey-2018,Jersey,2018,0.0,0,High Income,Europe & Central Asia,,No,102518,0,0,0,0,0,0,0,0,0
Jersey-2019,Jersey,2019,0.0,0,High Income,Europe & Central Asia,,No,102856,0,0,0,0,0,0,0,0,0
Jersey-2020,Jersey,2020,0.0,0,High Income,Europe & Central Asia,,No,103130,0,0,0,0,0,0,0,0,0
Jersey-2021,Jersey,2021,0.0,0,High Income,Europe & Central Asia,,No,103327,0,0,0,0,0,0,0,0,0
Jersey-2022,Jersey,2022,0.0,0,High Income,Europe & Central Asia,,No,103490,0,0,0,0,0,0,0,0,0
Jersey-2023,Jersey,2023,0.0,0,High Income,Europe & Central Asia,,No,103674,0,0,0,0,0,0,0,0,0
Jersey-2024,Jersey,2024,0.0,0,High Income,Europe & Central Asia,,No,103845,0,0,0,0,0,0,0,0,0
Jordan-2000,Jordan,2000,0.0,0,Lower middle income,Middle East & North Africa,3.33,No,5386945,0,0,0,0,0,0,0,0,0
Jordan-2001,Jordan,2001,64.90639372208302,356913379,Lower middle income,Middle East & North Africa,2.5,No,5498894,0,3427626,0,0,156700980,65749097,2992038,373224,127670414
Jordan-2002,Jordan,2002,70.85724063784151,397938940,Lower middle income,Middle East & North Africa,3.33,No,5616066,0,3507558,8241,0,153979309,59926011,13201779,483810,166832232
Jordan-2003,Jordan,2003,467.8140510304384,2686107817,Lower middle income,Middle East & North Africa,4.17,No,5741828,0,4514232,1110911385,73727,432511484,84194073,32986880,1601061,1019314975
Jordan-2004,Jordan,2004,154.91781027092375,911236010,Lower middle income,Middle East & North Africa,4.17,No,5882061,0,4122244,61910,5739,416476853,118837904,33281784,524353,337925223
Jordan-2005,Jordan,2005,168.43149738116392,1015572367,Lower middle income,Middle East & North Africa,4.17,No,6029587,293318,4102823,26210,342186,349895980,162617311,32773204,1918190,463603145
Jordan-2006,Jordan,2006,111.08280290650718,713970386,Lower middle income,Middle East & North Africa,4.17,No,6427371,93290,5400386,147202,104477,248604266,141778542,2091943,4741237,311009043
Jordan-2007,Jordan,2007,87.92308531706944,600270862,Lower middle income,Middle East & North Africa,3.33,No,6827227,175984,4085395,116122,92310,182235961,87592190,5846661,3606411,316519828
Jordan-2008,Jordan,2008,115.47807196876164,807176249,Lower middle income,Middle East & North Africa,2.5,No,6989866,0,7443019,5179689,1756312,70832763,49162406,199168103,29878369,443755588
Jordan-2009,Jordan,2009,148.96087151151826,1063841751,Lower middle income,Middle East & North Africa,2.5,No,7141753,0,8576622,68153022,14011722,37510544,64890496,481740159,35818844,353140342
Jordan-2010,Jordan,2010,130.68637241140007,953624079,Lower middle income,Middle East & North Africa,2.5,No,7297043,0,11116268,9937467,7589183,57867218,85377126,287069203,29321819,465345795
Jordan-2011,Jordan,2011,135.98456705127944,1017222219,Lower middle income,Middle East & North Africa,2.5,No,7480424,0,10254888,6915270,7359684,83070068,99167092,342902646,23612162,443940409
Jordan-2012,Jordan,2012,151.11490317744781,1146527962,Lower middle income,Middle East & North Africa,2.5,No,7587127,0,14195314,11528086,9384902,90791686,137377502,439114924,20048029,424087519
Jordan-2013,Jordan,2013,163.0948327218531,1303422752,Lower middle income,Middle East & North Africa,2.5,No,7991809,0,18549522,36820757,10208963,69535890,128996060,551043118,32332517,455935925
Jordan-2014,Jordan,2014,156.4522314771529,1375482648,Lower middle income,Middle East & North Africa,2.5,No,8791710,0,23600534,370900669,12287253,73502301,157394823,279529971,26804424,431462673
Jordan-2015,Jordan,2015,200.9377010075404,1917895902,Lower middle income,Middle East & North Africa,3.33,No,9544729,6053,28719116,459484575,8412928,48806113,153421538,602920795,32818698,583306086
Jordan-2016,Jordan,2016,152.13462379848988,1522314727,Lower middle income,Middle East & North Africa,3.33,Yes,10006366,3646,31383389,270413867,1551412,45212069,100319548,380476896,44637088,648316812
Jordan-2017,Jordan,2017,167.6278279373545,1715541075,Lower middle income,Middle East & North Africa,3.33,No,10234226,122072,37355103,39940020,1342442,105374349,215058680,93692889,600051878,622603642
Jordan-2018,Jordan,2018,156.43121229679193,1636631211,Lower middle income,Middle East & North Africa,3.33,No,10462306,287228,27843005,83860852,1182861,138216218,96625393,607780732,52203600,628631322
Jordan-2019,Jordan,2019,179.05141422452684,1910817176,Lower middle income,Middle East & North Africa,2.5,No,10671891,741566,36990335,106099877,945704,136702486,89984791,915237896,44710070,579404451
Jordan-2020,Jordan,2020,260.1204851035326,2826268118,Lower middle income,Middle East & North Africa,2.5,No,10865227,622836,29222482,125343906,1428453,75929308,134666248,1807054579,50158654,601841652
Jordan-2021,Jordan,2021,151.83326263857768,1680240937,Lower middle income,Middle East & North Africa,2.5,No,11066356,116285,32625046,125974097,731223,155674143,100004154,729635098,41854302,493626589
Jordan-2022,Jordan,2022,104.14987691741034,1172338406,Lower middle income,Middle East & North Africa,2.5,No,11256263,138609,43438249,141436249,300947,143220648,124156768,218490055,27898913,473257968
Jordan-2023,Jordan,2023,150.01661399258847,1716072001,Lower middle income,Middle East & North Africa,3.33,No,11439213,0,48884968,148513270,2224208,124871121,103643735,827265468,28040627,432628604
Jordan-2024,Jordan,2024,145.06710259852179,1675942248,Lower middle income,Middle East & North Africa,,No,11552876,0,41414498,75872855,240575,100752752,166230198,828970724,40156621,422304025
Kazakhstan-2000,Kazakhstan,2000,0.0,0,Upper middle income,Europe & Central Asia,2.5,No,15501102,0,0,0,0,0,0,0,0,0
Kazakhstan-2001,Kazakhstan,2001,5.245726089929408,81705069,Upper middle income,Europe & Central Asia,2.5,No,15575550,0,14101299,0,906754,1913488,10977669,28477616,16876738,8451505
Kazakhstan-2002,Kazakhstan,2002,7.521272298074489,117758131,Upper middle income,Europe & Central Asia,2.5,No,15656677,0,11186197,40399,5265780,5194550,9130653,40442460,22804066,23694026
Kazakhstan-2003,Kazakhstan,2003,6.660654089759693,104887851,Upper middle income,Europe & Central Asia,2.5,No,15747380,0,14374195,31711,993516,3167406,13041398,41510956,13180199,18588470
Kazakhstan-2004,Kazakhstan,2004,6.375119076092549,101046651,Upper middle income,Europe & Central Asia,2.5,No,15850159,0,14031365,79924,1595327,5081762,9838482,37183801,11856846,21379144
Kazakhstan-2005,Kazakhstan,2005,6.490464372879055,103640488,Upper middle income,Europe & Central Asia,2.5,No,15968116,0,10815514,107899,4087681,12923581,8823488,34160211,13578248,19143866
Kazakhstan-2006,Kazakhstan,2006,6.5855854378942995,106052391,Upper middle income,Europe & Central Asia,2.5,No,16103715,0,12721841,0,2212363,19074995,10347961,27854462,11689714,22151055
Kazakhstan-2007,Kazakhstan,2007,8.480156686133308,137863722,Upper middle income,Europe & Central Asia,2.5,No,16257214,0,14313321,0,634094,1823407,5638232,55529304,7541939,52383425
Kazakhstan-2008,Kazakhstan,2008,14.371913353554692,236080594,Upper middle income,Europe & Central Asia,2.5,No,16426525,0,14502195,0,742485,1321059,4130254,118308768,10245506,86830327
Kazakhstan-2009,Kazakhstan,2009,10.118292070817022,168164456,Upper middle income,Europe & Central Asia,2.5,No,16619846,0,15927137,0,118019,364314,5273059,24662717,13241718,108577492
Kazakhstan-2010,Kazakhstan,2010,19.579121579444088,329649950,Upper middle income,Europe & Central Asia,2.5,No,16836810,0,15325877,0,685756,2647800,1210153,212264017,8804861,88711486
Kazakhstan-2011,Kazakhstan,2011,13.056560230099587,222823283,Upper middle income,Europe & Central Asia,2.5,No,17066002,0,26624771,71150,633949,3294654,4648509,5913677,6565848,175070725
Kazakhstan-2012,Kazakhstan,2012,12.60333867133369,218114715,Upper middle income,Europe & Central Asia,2.5,No,17306106,10746,24051023,32765,0,0,5510002,1603298,5931732,180975149
Kazakhstan-2013,Kazakhstan,2013,9.14240706947204,160508688,Upper middle income,Europe & Central Asia,2.5,No,17556502,0,21506021,32181,0,288673,4914981,4373451,5662427,123730954
Kazakhstan-2014,Kazakhstan,2014,6.61272930916855,117814270,Upper middle income,Europe & Central Asia,2.5,No,17816285,9062,22428169,65003,25284,465997,6765988,7013039,6325144,74716584
Kazakhstan-2015,Kazakhstan,2015,3.3084657636189974,59830854,Upper middle income,Europe & Central Asia,1.67,No,18084169,947374,20547846,30065,1732615,6017,4152417,4668647,6441259,21304614
Kazakhstan-2016,Kazakhstan,2016,5.123325117260511,94082688,Upper middle income,Europe & Central Asia,1.67,No,18363599,1037359,13816812,0,2474801,460899,6048138,808432,4428185,65008062
Kazakhstan-2017,Kazakhstan,2017,3.4194322829094745,63779015,Upper middle income,Europe & Central Asia,1.67,No,18651931,1504762,11680082,0,2684221,203248,4535228,913680,4988911,37268883
Kazakhstan-2018,Kazakhstan,2018,3.4373968122709853,65079292,Upper middle income,Europe & Central Asia,1.67,No,18932726,0,10471498,0,1150360,32056,3830552,1793451,3903568,43897807
Kazakhstan-2019,Kazakhstan,2019,2.831435345587131,54390613,Upper middle income,Europe & Central Asia,1.67,No,19209555,466706,10301805,15727,626202,0,1322036,699558,3295091,37663488
Kazakhstan-2020,Kazakhstan,2020,3.4870838728665885,67935776,Upper middle income,Europe & Central Asia,1.67,No,19482117,3011202,7426393,0,352189,0,3069212,1134323,3743784,49198673
Kazakhstan-2021,Kazakhstan,2021,1.2226525219333066,24139566,Upper middle income,Europe & Central Asia,1.67,No,19743603,1646615,6146879,0,202585,616745,4636813,1293025,3196023,6400881
Kazakhstan-2022,Kazakhstan,2022,0.828570600005221,16600088,Upper middle income,Europe & Central Asia,1.67,No,20034609,1532495,1731416,109804,342034,1243898,3912559,1210621,3322814,3194447
Kazakhstan-2023,Kazakhstan,2023,1.1281480901425787,22935368,Upper middle income,Europe & Central Asia,1.67,No,20330104,477299,4548865,19950,227817,754456,4112118,573939,4915585,7305339
Kazakhstan-2024,Kazakhstan,2024,0.9086542423478836,18711527,Upper middle income,Europe & Central Asia,,No,20592571,15969,2657382,11177,40706,197527,5512907,1177435,2102561,6995863
Kenya-2000,Kenya,2000,0.0,0,Lower middle income,Sub-Saharan Africa,2.5,No,30642890,0,0,0,0,0,0,0,0,0
Kenya-2001,Kenya,2001,3.949190380392654,124870122,Lower middle income,Sub-Saharan Africa,5.0,No,31619170,818731,7393078,64326280,0,15987995,11776015,16554274,5645226,2368523
Kenya-2002,Kenya,2002,4.452673150880937,145289870,Lower middle income,Sub-Saharan Africa,6.67,No,32629808,0,6192393,35080147,1087118,26405909,27348930,18891034,5259504,25024835
Kenya-2003,Kenya,2003,5.657548804428165,190389094,Lower middle income,Sub-Saharan Africa,6.67,No,33652223,0,6350722,35249308,4283175,36300072,63945122,27596513,13340910,3323272
Kenya-2004,Kenya,2004,5.785795363786175,200844947,Lower middle income,Sub-Saharan Africa,6.67,No,34713455,0,5605311,51556143,6034758,15581160,66116365,33942765,6809670,15198775
Kenya-2005,Kenya,2005,7.390495055324428,264553738,Lower middle income,Sub-Saharan Africa,6.67,No,35796484,0,5787397,59844730,6242085,16539391,134245379,21441354,8292447,12160955
Kenya-2006,Kenya,2006,10.775798336050654,397670148,Lower middle income,Sub-Saharan Africa,5.83,No,36904008,0,4993797,132121338,5124921,16577208,197969342,30077534,7786406,3019602
Kenya-2007,Kenya,2007,11.795211759151753,448646791,Lower middle income,Sub-Saharan Africa,5.83,No,38036349,60619,7141954,139922354,4295633,14615111,248413554,19860563,9815926,4521077
Kenya-2008,Kenya,2008,14.191595565728624,556400677,Lower middle income,Sub-Saharan Africa,5.0,No,39206351,0,10562692,163913233,3561499,18217513,323620271,17148726,14005485,5371258
Kenya-2009,Kenya,2009,20.6131195483687,832953301,Lower middle income,Sub-Saharan Africa,5.83,No,40408891,0,11140089,240770549,9783521,9260753,508955235,22589765,16492504,13960885
Kenya-2010,Kenya,2010,18.886698522251944,785659575,Lower middle income,Sub-Saharan Africa,5.83,No,41598566,0,15789888,172204913,11271002,7476917,507774448,12696115,16957210,41489082
Kenya-2011,Kenya,2011,21.69802750852048,927774263,Lower middle income,Sub-Saharan Africa,5.0,No,42758461,10008,18198560,223294606,11619834,12694711,546337208,25802827,22883893,66932616
Kenya-2012,Kenya,2012,23.826388776070928,1045699770,Lower middle income,Sub-Saharan Africa,5.0,No,43888303,1083790,34032535,217061884,11467917,19871279,647785036,60964392,25409050,28023887
Kenya-2013,Kenya,2013,27.56625075938959,1240117134,Lower middle income,Sub-Saharan Africa,5.0,No,44986790,539785,30749169,204890127,4820226,15849956,768903351,58588830,34327573,121448117
Kenya-2014,Kenya,2014,23.46268718198606,1080490531,Lower middle income,Sub-Saharan Africa,5.0,No,46051440,314928,31233605,161857086,6166832,10029077,726461741,71964890,15720389,56741983
Kenya-2015,Kenya,2015,21.984438162281826,1035214788,Lower middle income,Sub-Saharan Africa,5.0,Yes,47088526,64844,33421363,168076656,7551796,18549697,602279894,73820970,17874750,113574818
Kenya-2016,Kenya,2016,22.950296249329583,1104820078,Lower middle income,Sub-Saharan Africa,5.0,Yes,48139687,598063,43214315,132615573,10961593,26981995,636445104,66162691,26476939,161363805
Kenya-2017,Kenya,2017,23.12798941171413,1137845388,Lower middle income,Sub-Saharan Africa,5.0,Yes,49197765,681137,38290576,118969719,22171609,32447754,726221606,62846237,30757222,105459528
Kenya-2018,Kenya,2018,23.004057214449738,1154967162,Lower middle income,Sub-Saharan Africa,5.0,Yes,50207107,1259007,32985944,176783589,18811729,22918167,709656259,70949383,22210760,99392324
Kenya-2019,Kenya,2019,20.975235703294274,1073991365,Lower middle income,Sub-Saharan Africa,5.0,Yes,51202827,787921,33077828,110098845,10665635,26363401,777202397,58300188,24069043,33426107
